日期,地址,经度,纬度,区
2022-03-18T00:00:00Z,浦东新区三三公路5020弄,121.9130469520852,30.959156355151052,浦东新区
2022-03-18T00:00:00Z,浦东新区上南路3520弄,121.50690951672743,31.15964398440558,浦东新区
2022-03-18T00:00:00Z,浦东新区北艾路1077弄,121.54054036824053,31.186306106309136,浦东新区
2022-03-18T00:00:00Z,浦东新区蔡伦路1433弄,121.59857584486541,31.196665621570197,浦东新区
2022-03-18T00:00:00Z,浦东新区齐爱路168弄,121.66180244937135,31.22478225941736,浦东新区
2022-03-18T00:00:00Z,浦东新区定水路50弄,121.55647433171542,31.248495023294485,浦东新区
2022-03-18T00:00:00Z,浦东新区新德路835弄,121.69450741739533,31.201966570243894,浦东新区
2022-03-18T00:00:00Z,浦东新区华夏东路1668弄,121.6877889904862,31.2033819900195,浦东新区
2022-03-18T00:00:00Z,浦东新区芳芯路251弄,121.5630040246369,31.19846669279656,浦东新区
2022-03-18T00:00:00Z,浦东新区浦三路635弄,121.52513218298063,31.195144302174068,浦东新区
2022-03-18T00:00:00Z,浦东新区江东支路南项湾,121.55982483160652,31.367077216842677,浦东新区
2022-03-18T00:00:00Z,浦东新区观海路1118弄,121.79100626985479,31.064588067810718,浦东新区
2022-03-18T00:00:00Z,浦东新区芦云路200弄,121.86504191507063,30.87912430958934,浦东新区
2022-03-18T00:00:00Z,浦东新区杨莲路南新村吴家宅,121.54984959807098,31.17214172372261,浦东新区
2022-03-18T00:00:00Z,浦东新区玉兰路81弄,121.55440795955082,31.209925615352685,浦东新区
2022-03-18T00:00:00Z,浦东新区博华路999弄,121.55711392523853,31.17680629046571,浦东新区
2022-03-18T00:00:00Z,浦东新区永泰路595弄,121.52107274038106,31.1462686284638,浦东新区
2022-03-18T00:00:00Z,浦东新区博山路200弄,121.55902498038046,31.249382677255316,浦东新区
2022-03-18T00:00:00Z,浦东新区瑞和路101弄,121.59289010997057,31.092808063941686,浦东新区
2022-03-18T00:00:00Z,浦东新区南林路734弄,121.53214947613293,31.14440675004992,浦东新区
2022-03-18T00:00:00Z,浦东新区华安路24弄,121.52213875952974,31.218227319439322,浦东新区
2022-03-18T00:00:00Z,浦东新区锦安东路88弄,121.54740800369485,31.210858881528623,浦东新区
2022-03-18T00:00:00Z,浦东新区浦东大道501弄,121.5251071202569,31.248512929274547,浦东新区
2022-03-18T00:00:00Z,浦东新区人民西路1533弄,121.73369689357362,31.053280159610996,浦东新区
2022-03-18T00:00:00Z,浦东新区栖山路1636弄,121.57377461787098,31.2647932169634,浦东新区
2022-03-18T00:00:00Z,浦东新区枣庄路399弄,121.58471220609937,31.261941757193952,浦东新区
2022-03-18T00:00:00Z,浦东新区枣庄路210弄,121.57738921958203,31.264391559266734,浦东新区
2022-03-18T00:00:00Z,浦东新区金桥路1221弄,121.59082849882516,31.26234111033506,浦东新区
2022-03-18T00:00:00Z,浦东新区云山路835弄,121.57901227797745,31.259566053042356,浦东新区
2022-03-18T00:00:00Z,浦东新区博山东路811弄,121.58346877161246,31.26450183203205,浦东新区
2022-03-18T00:00:00Z,浦东新区龙居路191弄,121.56935738018677,31.258764002919865,浦东新区
2022-03-18T00:00:00Z,浦东新区拱为路2600弄,121.74541825335946,31.063557763042446,浦东新区
2022-03-18T00:00:00Z,浦东新区拱乐路2400弄,121.74960696212194,31.067545829754987,浦东新区
2022-03-18T00:00:00Z,浦东新区城南路818号,121.70612160933383,31.19764211026734,浦东新区
2022-03-18T00:00:00Z,浦东新区听谐路73弄,121.75897404282725,31.063625816245775,浦东新区
2022-03-18T00:00:00Z,浦东新区迎薰路215弄,121.74421697469727,31.04221061804884,浦东新区
2022-03-18T00:00:00Z,浦东新区听悦路1205弄,121.74482150900918,31.0698826341759,浦东新区
2022-03-18T00:00:00Z,浦东新区拱鸣路60弄,121.75136503583552,31.065749824802225,浦东新区
2022-03-18T00:00:00Z,浦东新区新德路1058弄,121.68909099449236,31.201394836518777,浦东新区
2022-03-18T00:00:00Z,浦东新区秀浦路10号,121.59228510120958,31.136294936224406,浦东新区
2022-03-18T00:00:00Z,浦东新区南园路455弄,121.75321617399993,31.030993074596662,浦东新区
2022-03-18T00:00:00Z,浦东新区彩虹雅苑东苑10号,121.74659727934132,31.059962782669654,浦东新区
2022-03-18T00:00:00Z,浦东新区行泰路150弄,121.61433778283515,31.295245646775623,浦东新区
2022-03-18T00:00:00Z,浦东新区东波路58弄,121.58346104618508,31.29036518623297,浦东新区
2022-03-18T00:00:00Z,浦东新区柳埠路135弄,121.58893424199627,31.268891029980523,浦东新区
2022-03-18T00:00:00Z,浦东新区柳杉路12号,121.57414705533542,31.226369488719627,浦东新区
2022-03-18T00:00:00Z,浦东新区联勤村李家宅,121.55718596934042,31.173231011079945,浦东新区
2022-03-18T00:00:00Z,浦东新区世博大道94弄,121.51433913210879,31.20800585441836,浦东新区
2022-03-18T00:00:00Z,浦东新区上南路51号,121.5556989143992,31.125298747758553,浦东新区
2022-03-18T00:00:00Z,浦东新区成山路1728弄,121.53553420146397,31.181824984316307,浦东新区
2022-03-18T00:00:00Z,浦东新区崂山路551弄,121.52875567791624,31.232572857538436,浦东新区
2022-03-18T00:00:00Z,浦东新区栖山路1700弄,121.57584134935779,31.26538331496652,浦东新区
2022-03-18T00:00:00Z,浦东新区鹤驰路99弄,121.59974166575626,31.084967271555595,浦东新区
2022-03-18T00:00:00Z,浦东新区亦园路75弄,121.71996144300387,31.073702638177643,浦东新区
2022-03-18T00:00:00Z,浦东新区栖山路1555弄,121.57228558665764,31.26442296656864,浦东新区
2022-03-18T00:00:00Z,浦东新区龙居路1号,121.56481258312013,31.262504323736234,浦东新区
2022-03-18T00:00:00Z,浦东新区龙居路150弄,121.56893230201945,31.258703499677516,浦东新区
2022-03-18T00:00:00Z,浦东新区东波路585弄,121.59286001673597,31.289979530718124,浦东新区
2022-03-18T00:00:00Z,浦东新区高科西路3060弄,121.57070196387411,31.195867897271857,浦东新区
2022-03-18T00:00:00Z,浦东新区绿林路333号,121.555348036267,31.176398539237606,浦东新区
2022-03-18T00:00:00Z,浦东新区灵岩南路1399弄,121.50910497539381,31.14312086798886,浦东新区
2022-03-18T00:00:00Z,黄浦区鲁班路721弄,121.48468633671608,31.202508107897504,黄浦区
2022-03-18T00:00:00Z,黄浦区淡水路225弄,121.47987824630448,31.222755183320498,黄浦区
2022-03-18T00:00:00Z,黄浦区河南南路368弄,121.49511952640061,31.22978456523602,黄浦区
2022-03-18T00:00:00Z,黄浦区斜土路486弄,121.48399823469545,31.20840937579005,黄浦区
2022-03-18T00:00:00Z,黄浦区淮海东路89弄,121.48790613315549,31.231382517002768,黄浦区
2022-03-18T00:00:00Z,黄浦区广东路138号,121.49468869907803,31.239072374652263,黄浦区
2022-03-18T00:00:00Z,黄浦区五里桥路39弄,121.48982132050276,31.210184818283842,黄浦区
2022-03-18T00:00:00Z,黄浦区河南南路398弄,121.495698843624,31.228571801984344,黄浦区
2022-03-18T00:00:00Z,黄浦区新昌路477弄,121.47314526684609,31.244279072894322,黄浦区
2022-03-18T00:00:00Z,黄浦区中山南路1887弄,121.49909354014622,31.207753594767183,黄浦区
2022-03-18T00:00:00Z,黄浦区斜土路80弄,121.49047914962772,31.21070993944921,黄浦区
2022-03-18T00:00:00Z,静安区茂名北路93号,121.46631140767893,31.231446202920715,静安区
2022-03-18T00:00:00Z,静安区临汾路300弄,121.46855995620095,31.31818688632554,静安区
2022-03-18T00:00:00Z,静安区中山北路197弄,121.47657391931658,31.271403305451276,静安区
2022-03-18T00:00:00Z,静安区万荣路948号,121.44844357210216,31.29315714885991,静安区
2022-03-18T00:00:00Z,静安区沪太路1329弄,121.43027983469041,31.288211697540028,静安区
2022-03-18T00:00:00Z,静安区海防路100弄,121.4557707806554,31.24698681807035,静安区
2022-03-18T00:00:00Z,静安区平型关路801弄,121.46559851242621,31.284816499903567,静安区
2022-03-18T00:00:00Z,静安区长宁路209弄,121.43461263165669,31.2324453328046,静安区
2022-03-18T00:00:00Z,静安区万荣路959号,121.44875968581113,31.294333588443067,静安区
2022-03-18T00:00:00Z,徐汇区虹漕南路99弄,121.42012314344184,31.168892324919547,徐汇区
2022-03-18T00:00:00Z,徐汇区龙南五村,121.46045301846506,31.161427921589443,徐汇区
2022-03-18T00:00:00Z,徐汇区罗秀路930弄,121.43281889521437,31.13750557117837,徐汇区
2022-03-18T00:00:00Z,徐汇区龙华路2518弄,121.45886616178169,31.184828873509893,徐汇区
2022-03-18T00:00:00Z,徐汇区桂林西街47弄,121.42304398380753,31.160423398860715,徐汇区
2022-03-18T00:00:00Z,徐汇区大木桥路450弄,121.46854513416005,31.202238304700984,徐汇区
2022-03-18T00:00:00Z,徐汇区湖南路4弄,121.448752319705,31.2148045635712,徐汇区
2022-03-18T00:00:00Z,徐汇区虹梅南路698弄,121.42786500981849,31.13405568020447,徐汇区
2022-03-18T00:00:00Z,徐汇区龙吴路2588弄,121.46294896032454,31.12014463833439,徐汇区
2022-03-18T00:00:00Z,徐汇区田林十三村,121.43187881849818,31.17996419763881,徐汇区
2022-03-18T00:00:00Z,徐汇区汇成二村,121.44147784168615,31.15253648271551,徐汇区
2022-03-18T00:00:00Z,徐汇区老沪闵路1068弄,121.44324040692726,31.136540588122795,徐汇区
